metric,filter,breakdown,treatment,segment,delta,baselineMean,baselineSampleSize,testGroupMean,testGroupSampleSize,ci_70_interval,ci_70_intervalLower,ci_70_intervalUpper,ci_80_interval,ci_80_intervalLower,ci_80_intervalUpper,ci_90_interval,ci_90_intervalLower,ci_90_intervalUpper,ci_95_interval,ci_95_intervalLower,ci_95_intervalUpper,effectiveSampleSize,pvalue,sem,std
Emotional Response (Interested),Overall,Urbanization,Anheuser-Busch _ That’s Who We Are,Rural,,,,5.2,118,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,87.8,,0.2,0.2
Emotional Response (Interested),Overall,Urbanization,Anheuser-Busch _ That’s Who We Are,Suburb,,,,5.4,270,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,195.7,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Age,ULTRA Club New Members Day,21 - 35,,,,6.5,297,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,281.4,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Age,ULTRA Club New Members Day,35-54,,,,6.4,190,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,158.5,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Age,ULTRA Club New Members Day,55+,,,,6.2,39,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,36.8,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Age,The Busch Guide: Shelter,21 - 35,,,,6.4,294,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,278.2,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Age,The Busch Guide: Shelter,35-54,,,,6.7,186,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,154.8,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Age,The Busch Guide: Shelter,55+,,,,6.9,48,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,45.9,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Age,Bud Light: Easy to Summer.mp4,21 - 35,,,,6.6,276,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,262.7,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Age,Bud Light: Easy to Summer.mp4,35-54,,,,6.5,187,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,153.7,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Age,Bud Light: Easy to Summer.mp4,55+,,,,6.0,40,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,37.8,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Age,Budweiser: Griffey Father’s Day,21 - 35,,,,7.4,274,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,257.5,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Age,Budweiser: Griffey Father’s Day,35-54,,,,7.2,185,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,152.5,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Age,Budweiser: Griffey Father’s Day,55+,,,,6.7,51,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,48.5,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Age,Bud Light: NFL Pros,21 - 35,,,,6.6,295,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,278.9,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Age,Bud Light: NFL Pros,35-54,,,,6.2,170,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,140.9,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Age,Bud Light: NFL Pros,55+,,,,5.5,38,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,36.1,,0.4,0.4
Emotional Response (Love),Anheuser-Busch Customers,Age,Anheuser-Busch _ That’s Who We Are,21 - 35,,,,6.9,278,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,261.1,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Age,Anheuser-Busch _ That’s Who We Are,35-54,,,,6.7,177,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,142.8,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Age,Anheuser-Busch _ That’s Who We Are,55+,,,,6.2,46,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,43.6,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,Bud Light,,,,6.5,398,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,317.9,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,Budweiser,,,,6.5,373,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,295.0,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,Busch,,,,6.5,279,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,220.0,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,Corona,,,,6.5,372,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,294.7,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,Cutwater,,,,6.7,59,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,49.1,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,Heineken,,,,6.5,334,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,266.1,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,Michelob ULTRA,,,,6.5,261,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,208.1,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,Pabst Blue Ribbon,,,,6.5,193,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,152.6,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,Truly,,,,6.6,217,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,174.6,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,ULTRA Club New Members Day,White Claw,,,,6.6,276,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,223.0,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,Bud Light,,,,6.7,383,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,297.4,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,Budweiser,,,,6.7,357,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,278.5,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,Busch,,,,6.7,259,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,201.2,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,Corona,,,,6.7,372,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,287.7,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,Cutwater,,,,7.0,62,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,46.4,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,Heineken,,,,6.8,321,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,250.8,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,Michelob ULTRA,,,,6.7,247,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,191.7,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,Pabst Blue Ribbon,,,,6.7,190,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,148.9,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,Truly,,,,6.7,197,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,155.0,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,The Busch Guide: Shelter,White Claw,,,,6.7,283,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,219.5,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,Bud Light,,,,6.5,376,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,285.9,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,Budweiser,,,,6.5,333,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,254.8,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,Busch,,,,6.5,240,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,186.3,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,Corona,,,,6.5,347,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,264.7,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,Cutwater,,,,6.7,76,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,60.2,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,Heineken,,,,6.5,307,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,238.0,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,Michelob ULTRA,,,,6.4,249,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,193.8,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,Pabst Blue Ribbon,,,,6.4,190,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,147.6,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,Truly,,,,6.5,206,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,166.0,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: Easy to Summer.mp4,White Claw,,,,6.5,280,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,219.9,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Bud Light,,,,7.2,401,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,306.3,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Budweiser,,,,7.2,359,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,276.5,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Busch,,,,7.2,273,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,211.2,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Corona,,,,7.2,363,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,277.5,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Cutwater,,,,7.5,68,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,52.6,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Heineken,,,,7.2,320,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,246.4,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Michelob ULTRA,,,,7.2,256,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,200.4,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Pabst Blue Ribbon,,,,7.1,188,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,146.4,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Truly,,,,7.3,185,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,144.6,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,White Claw,,,,7.2,269,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,207.6,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Bud Light,,,,6.3,391,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,300.7,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Budweiser,,,,6.2,350,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,270.2,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Busch,,,,6.2,265,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,206.0,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Corona,,,,6.3,367,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,282.6,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Cutwater,,,,6.5,66,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,52.7,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Heineken,,,,6.3,308,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,237.9,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Michelob ULTRA,,,,6.2,248,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,196.5,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Pabst Blue Ribbon,,,,6.1,192,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,150.9,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Truly,,,,6.3,210,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,163.9,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,White Claw,,,,6.3,297,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,232.7,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Bud Light,,,,6.8,376,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,282.5,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Budweiser,,,,6.8,345,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,259.1,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Busch,,,,6.8,259,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,195.5,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Corona,,,,6.8,340,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,255.9,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Cutwater,,,,7.1,81,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,63.2,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Heineken,,,,6.8,301,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,228.9,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Michelob ULTRA,,,,6.7,237,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,179.6,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Pabst Blue Ribbon,,,,6.7,188,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,144.0,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Truly,,,,6.9,199,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,153.5,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,White Claw,,,,6.8,266,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,202.5,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,1-2 times a month,,,,6.7,189,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,148.4,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,1-2 times a week,,,,6.8,109,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,89.9,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,A few times a year,,,,5.8,159,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,120.8,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,Everyday,,,,7.5,28,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,23.5,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,Never,,,,5.1,26,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,22.7,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,1-2 times a month,,,,6.5,184,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,142.4,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,1-2 times a week,,,,7.3,141,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,110.0,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,A few times a year,,,,5.9,129,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,97.0,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,Everyday,,,,7.8,35,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,28.3,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,Never,,,,5.9,21,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,18.1,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,1-2 times a month,,,,6.3,177,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,135.6,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,1-2 times a week,,,,7.3,123,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,100.3,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,A few times a year,,,,5.7,134,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,101.0,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,Everyday,,,,7.5,22,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,17.6,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,Never,,,,5.9,29,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,23.9,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,1-2 times a month,,,,7.0,171,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,132.2,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,1-2 times a week,,,,7.8,135,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,103.4,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,A few times a year,,,,6.7,128,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,99.5,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,Everyday,,,,8.5,33,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,25.8,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,Never,,,,6.6,32,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,22.1,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,1-2 times a month,,,,6.3,166,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,131.5,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,1-2 times a week,,,,6.7,135,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,106.5,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,A few times a year,,,,5.6,137,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,102.7,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,Everyday,,,,7.4,29,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,24.0,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,Never,,,,5.8,21,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,14.9,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,1-2 times a month,,,,6.8,176,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,129.1,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,1-2 times a week,,,,7.4,130,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,102.4,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,A few times a year,,,,5.9,123,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,91.9,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,Everyday,,,,8.0,31,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,26.2,,0.2,0.2
Emotional Response (Love),Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,Never,,,,5.7,26,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,19.3,,0.3,0.3
Emotional Response (Love),Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Anheuser-Busch Customers,,,,6.4,511,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,403.0,,0.1,0.1
Emotional Response (Love),Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Corona,,,,6.6,243,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,199.4,,0.1,0.1
